id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.320510860484134,-71.11215759278208,Entire home/apt,439,2,61,2018-08-01,1.00,1,298
1112067,warm and Cozy,6103425,Steve,,Dorchester,42.30453932411603,-71.06103578449331,Private room,61,1,167,2018-05-25,2.56,5,260
1112193,"Warm and Cozy, Room B",6103425,Steve,,Dorchester,42.298876148117486,-71.06489096445533,Private room,65,1,222,2018-09-08,3.43,5,331
1115394,A comfy room in the hills of JP,884747,Meg,,Jamaica Plain,42.310008938431984,-71.10176364947394,Private room,91,2,227,2018-08-23,3.64,2,48
1128894,Victorian charm in the city,6103425,Steve,,Dorchester,42.301261700026316,-71.06280792351114,Private room,60,1,157,2018-08-27,2.58,5,339
1136972,Boston Room/Free Transit/ By Subway,1480518,Lisa,,Jamaica Plain,42.294442148764404,-71.1199453778794,Private room,60,1,344,2017-06-20,5.36,5,0
1141522,"5min to Downtown Boston, walk to T",1407005,Izzy & Cesar,,East Boston,42.37751972317198,-71.03418118024709,Private room,115,1,420,2018-08-26,6.47,4,77
1143345,"[2035-2C] New, Luxury 2BR Apartments -Seaport Area",25188,Seamless,,South Boston Waterfront,42.3488771487419,-71.0388605225499,Entire home/apt,309,30,1,2015-06-19,0.03,24,365
1147871,Room in Boston Fantastic Location,1407005,Izzy & Cesar,,East Boston,42.37761183980079,-71.03519757648782,Private room,105,1,423,2018-08-29,6.53,4,74
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.29316706726726,-71.13015649423816,Private room,26,90,8,2018-06-07,0.14,2,256
1170157,Contemporary Fort Hill Condo,5243773,Chad,,Roxbury,42.32476932543913,-71.09475988337654,Entire home/apt,135,2,8,2018-08-12,0.12,2,0
1171578, Private Room in a One Family House,3765817,Frank,,Brighton,42.353839520145456,-71.16794708942089,Private room,99,1,206,2018-09-12,3.35,1,353
1175376,Renovated in So End|Balcony|Fun Area| 2BR 1BA #2,1444340,Will,,Roxbury,42.33903880877507,-71.08104419980938,Entire home/apt,275,2,84,2018-08-23,1.32,32,0
1178106,Cozy Room in Great Location Boston,1407005,Izzy & Cesar,,East Boston,42.37668853175393,-71.03428152050826,Private room,99,1,415,2018-08-29,6.42,4,72
1178162,Private Room in Great Location Boston,1407005,Izzy & Cesar,,East Boston,42.37779633749723,-71.0346663308644,Private room,100,1,385,2018-08-29,5.94,4,81
1183032,"Charming South End, Boston Condo",6471589,Mary Kate,,South End,42.34122030074207,-71.07532969141522,Entire home/apt,150,7,31,2018-08-20,0.50,1,0
1187188,Entire loft in Boston,2238969,Kenji,,Jamaica Plain,42.30692771656086,-71.107893860945,Entire home/apt,130,3,23,2018-08-06,0.43,1,335
1197857,19th Century on Tremont | Modern Unit 1BR 1BA #6,1444340,Will,,Roxbury,42.33852368493773,-71.07984587928213,Entire home/apt,167,2,102,2018-08-26,1.60,32,160
1198779,"Ocean view,ideal for event atendees",6549153,Alfredo,,South Boston,42.33138926030002,-71.04268168151258,Private room,89,1,34,2015-07-06,0.53,1,0
1200502,Charming Garden Studio In South End,6557340,Karoline,,South End,42.338434491106874,-71.07684758696394,Entire home/apt,165,2,74,2018-09-07,1.23,1,243
1204755,Bright Artist Loft,499127,Sarah,,Roxbury,42.33311250565038,-71.07493728226649,Entire home/apt,200,3,16,2018-07-17,0.26,1,75
1214214,Breathtaking downtown arty condo,2021429,Harriet,,South End,42.34293632942857,-71.07345338392714,Entire home/apt,450,7,1,2015-09-12,0.03,1,364
1220971,Boston Huge 1BR Best location (h2b),5578043,Dror,,North End,42.365096611553554,-71.0536460038337,Entire home/apt,139,2,118,2018-09-01,2.08,9,296
1222327,"Cozy, 2 bedroom near medical area!",6668129,Chuck,,Jamaica Plain,42.3247317393277,-71.10791787889553,Entire home/apt,178,5,7,2018-08-03,0.17,1,39
1240598,"Downtown Studio, Historic Theater District",2356643,Voyage,,Downtown,42.35257068706528,-71.06360430716282,Entire home/apt,145,2,139,2018-09-02,2.17,12,142
1252289,South End brownstone private room,1462158,Chris & Claire,,South End,42.33533589134802,-71.07425652058345,Private room,99,3,111,2017-09-28,1.75,1,0
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.36104819513344,-71.06593421871703,Entire home/apt,200,2,65,2017-08-28,1.02,1,0
1275498,"Parlor Retreat, South End studio",5430185,Laura,,South End,42.34419543393126,-71.07363010738126,Entire home/apt,160,30,21,2018-08-12,0.34,7,324
1278391,Perfect Back Bay get away! ,6957165,Melissa,,Back Bay,42.34853313983396,-71.0854855836497,Entire home/apt,199,1,35,2015-05-31,0.67,1,0
1301500,A JP gem steps from the Orange Line,3578624,Karen,,Jamaica Plain,42.30997682845222,-71.10962020956269,Private room,79,3,34,2018-06-18,0.95,1,0
1303261,HISTORIC BEACON HILL-ENJOY OUR CAT,2120816,Larry David,,Beacon Hill,42.358803107150344,-71.06972215883614,Entire home/apt,375,3,20,2018-06-07,0.33,1,364
1321422,Barney's Master Bedroom T Downtown,6608084,CarneyFamily,,Dorchester,42.30838011648686,-71.04694266593916,Private room,76,1,418,2018-09-11,6.65,7,264
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,,Brighton,42.345668308002836,-71.13921858090492,Entire home/apt,147,3,196,2018-09-05,3.12,1,124
1332786,"Cozy Sunporch, Quick Downtown",6608084,CarneyFamily,,Dorchester,42.309219082933396,-71.0456411637393,Private room,47,1,299,2018-09-11,4.76,7,144
1340649,Charming 1BR available in South Boston Condo,7271526,Mk,,South Boston,42.32825379646425,-71.05703601187467,Private room,100,2,15,2017-10-17,0.31,1,177
1342370,Exposed Brick|Private Balcony|So End 2BR 1BA #1,1444340,Will,,Roxbury,42.3377838298766,-71.07967634450445,Entire home/apt,265,2,90,2018-08-18,1.49,32,10
1352776,Cozy Condo w/ Separate Bath,7341841,Carol,,Dorchester,42.311896610846375,-71.07336742551375,Private room,80,2,37,2018-09-08,1.42,1,158
1372816,[1273-1] Fab Studio Close to Newbury,25188,Seamless,,Back Bay,42.34863087070413,-71.08525711720038,Entire home/apt,209,2,6,2016-05-19,0.10,24,344
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32496967064587,-71.0894888766103,Private room,59,5,33,2018-09-01,0.55,5,122
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.326420420569924,-71.09013270547341,Private room,64,28,34,2018-09-01,0.59,5,68
1375194,2 bed modern new North End Boston,6274286,Florence,,North End,42.36650883070881,-71.0528400370968,Entire home/apt,399,7,20,2015-10-11,0.33,1,365
1391215,Nice Cozy / room E,119019,Hermina,,Dorchester,42.2980111038138,-71.05844705458098,Private room,40,1,206,2018-08-03,3.32,10,317
1403408,"Big Boston room, walk to Longwood",255183,Michelle,,Roxbury,42.32464780047053,-71.0886936999829,Private room,67,28,15,2018-01-30,0.24,5,7
1425973,Historic brick Victorian row house ,1015632,Kevin,,South End,42.33937086229982,-71.08025759344305,Private room,350,2,21,2018-09-03,0.35,2,54
1426711,2 Private Rooms Near T,7673571,Alexandra,,Mission Hill,42.33220056975924,-71.10172331046074,Private room,160,3,22,2018-05-25,0.36,2,323
1426754,Boston Best furnished Studio (H2a),5578043,Dror,,North End,42.36482414891366,-71.05370724459698,Entire home/apt,99,2,189,2018-09-09,3.07,9,251
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,Charlestown,42.379633029456244,-71.06191588184478,Private room,77,1,94,2018-08-25,1.54,1,332
1454258,Inviting Queen Anne Victorian B + B,7799789,Bruce,,Dorchester,42.308438735450736,-71.04639582203185,Private room,80,1,251,2018-09-04,4.04,3,342
1471308,Cozy Private Room Near Transit,7673571,Alexandra,,Mission Hill,42.33393473005611,-71.1031350097219,Private room,70,2,145,2018-09-05,2.34,2,323
1472481,John and Robert's Harbor View ,6608084,CarneyFamily,,Dorchester,42.309773538560414,-71.04715292340433,Private room,75,1,427,2018-09-10,7.00,7,258
1472520,Andrea's Private Bath T Downtown,6608084,CarneyFamily,,Dorchester,42.30810533901741,-71.04619636107569,Private room,83,1,450,2018-09-11,7.30,7,266
1489289,Spacious South End 1BD in charming square,7964081,Gabriella,,South End,42.33663177716327,-71.0748854317807,Entire home/apt,125,2,59,2018-09-04,1.21,1,0
1494726,Cozy in Rozzie!,7506913,Maria Cecilia,,Roslindale,42.275715632046385,-71.13013942666514,Private room,75,7,14,2018-09-07,0.28,1,363
1498719,Pristine studio in prime Back Bay location!,8008692,Randy,,Back Bay,42.35121526707249,-71.08314799948815,Entire home/apt,325,3,19,2017-05-16,0.31,1,318
1510876,Room with Sleeper Sofa Bed,7799789,Bruce,,Dorchester,42.31018703632418,-71.04828822804042,Private room,60,1,33,2018-08-23,0.54,3,317
1523772,Blue & White Haven,8130814,Lison,,Brighton,42.353730114965074,-71.16107243312364,Entire home/apt,120,30,0,,,1,349
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,Charlestown,42.38159417885396,-71.07891531143875,Entire home/apt,119,2,30,2018-09-03,0.50,1,7
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.372030835178464,-71.06165480241175,Entire home/apt,350,3,1,2018-05-15,0.24,1,239
1544702,Mary's Ocean View Metro Downtown,6608084,CarneyFamily,,Dorchester,42.309448620671525,-71.04554951604072,Private room,77,1,441,2018-09-10,7.23,7,273
1545185,Large 1Bed w/ Gorgeous Kitchen + Bath,697401,Nick,,Brighton,42.34839859005365,-71.15696250309374,Entire home/apt,140,1,80,2018-09-09,1.33,3,143
1550047,Remodeled Unit|Open Plan|South End 3BR 2BA #3,1444340,Will,,Roxbury,42.33832831242464,-71.08132465959629,Entire home/apt,330,2,100,2018-08-29,1.64,32,0
1551467,Elegant Quiet Family-Friendly 2BR,1106261,Jonas,,Jamaica Plain,42.31012523517613,-71.1028771953959,Entire home/apt,150,2,6,2018-07-23,0.10,1,334
1552406,Central J.P 2 bd in Victorian nr Train +,8268084,Peggy,,Jamaica Plain,42.31166048340765,-71.11490664324221,Entire home/apt,225,4,40,2018-08-13,0.67,1,143
1584340,Spacious Beacon Hill Apartment,8441226,Justin,,Beacon Hill,42.35879743047827,-71.06760784846259,Entire home/apt,175,3,0,,,1,0
1584362,Grace's Harborview Fast T Downtown,6608084,CarneyFamily,,Dorchester,42.31050175929706,-71.04811586364792,Private room,63,1,469,2018-09-10,7.77,7,225
1587540,Cozy House on Bunker Hill in Boston,2004732,Finola,,Charlestown,42.3788981259316,-71.06118225546153,Entire home/apt,299,2,35,2018-07-15,0.66,1,10
1589392,Totally Amazing XL Studio w Skyline,4195134,Gift From God Properties,,Back Bay,42.354414787957275,-71.07794303369663,Entire home/apt,110,30,4,2018-06-09,0.14,9,365
1596470,3-story Luxury in Central Location,480310,Michael,,Downtown,42.35049371153128,-71.06986261163799,Entire home/apt,450,2,118,2018-09-05,1.95,1,121
1596664,Top of Fort Hill / Private room in brick townhouse,8513158,Kevin,,Roxbury,42.32502098490802,-71.09478938818442,Private room,78,6,6,2018-09-01,1.11,2,202
1602491,Urban Victorian-walk the city! Rm 2,3875741,Mekkin,,Roxbury,42.327016517340766,-71.08146902307013,Private room,70,2,28,2016-09-28,0.47,6,0
1604168,Stylish South End One Bedroom Apartment,8546869,Elizabeth,,South End,42.336528233494,-71.07388595647394,Entire home/apt,275,2,0,,,1,72
1615033,Ole North Church -1st in America,3637081,Jason Or Jose,,North End,42.36796047199003,-71.05572927482358,Entire home/apt,115,1,391,2018-08-29,6.40,5,299
1628130,Rare! Perfect pondside location near everything,333220,Hylton,,Jamaica Plain,42.31171248730058,-71.11818368689809,Entire home/apt,650,2,1,2016-07-23,0.04,1,0
1631942,Sweet penthouse in historic Boston,4147257,Jenn,,Jamaica Plain,42.3113139741088,-71.1161706912694,Entire home/apt,107,5,26,2018-08-05,0.49,1,0
1638584,Fort Hill Bedroom w/ Work Station,5243773,Chad,,Roxbury,42.325137541246086,-71.09264112004337,Private room,79,1,7,2018-08-16,0.12,2,0
1644031,Large Private bedroom by Seaport,8725557,Brooke,,South Boston Waterfront,42.34017313828209,-71.04762982202216,Private room,105,1,146,2018-09-12,4.70,1,43
1658983,Freedom Trail Charlestown Studio! Walk Downtown!,8792144,Rachel,,Charlestown,42.377855421674845,-71.0627970924799,Entire home/apt,155,6,77,2018-07-22,1.27,1,0
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.281941832424685,-71.13337190191741,Private room,53,1,28,2018-08-19,0.47,2,349
1682936,Charming 2 level Apartment,8898973,Adriana & Gianni,,Roxbury,42.32370734269854,-71.09457956415105,Entire home/apt,150,2,135,2018-08-19,2.44,2,326
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31337882617406,-71.11718908596617,Entire home/apt,145,2,167,2018-08-27,2.81,1,339
1695275,Fenway park in view! Boston Studio,324630,Sean,,Fenway,42.34772633759232,-71.09394751834036,Entire home/apt,99,1,468,2018-08-18,7.76,3,22
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28606772927463,-71.1323625033481,Entire home/apt,105,7,7,2017-08-05,0.14,2,352
1724900,Charming sunlit house in Boston,7723912,Fj,,Roslindale,42.282905456272054,-71.13267673899496,Entire home/apt,120,5,40,2018-08-20,0.67,2,285
1732804,Private room in Boston,9090219,Thomas,,Dorchester,42.290406778276896,-71.05853479240663,Private room,70,1,98,2018-09-09,1.63,1,356
1754939,"Gorgeous, spacious townhouse in Boston",9228417,Alice,,Jamaica Plain,42.31227026019718,-71.10086090909755,Entire home/apt,165,1,15,2018-08-19,0.61,1,22
1757417,Queen in Arts & Crafts Bungalow,9241244,Keith (& Beth),,West Roxbury,42.27753724788013,-71.14347839569454,Private room,60,1,52,2018-06-29,1.49,3,39
1766985,"Queen sofabed, doorlock, shelves, AC, location!",9283916,Alex,,Brighton,42.349848049349475,-71.14012579525863,Private room,57,4,3,2018-07-31,0.05,2,284
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,,Roslindale,42.28208581195228,-71.1333486774579,Private room,67,2,32,2018-08-04,0.54,2,349
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,,South End,42.34363867841806,-71.07023501053976,Entire home/apt,900,4,35,2018-07-17,0.68,1,341
1815326,Back Bay Elegance in Brighton,9508341,Phyllis,,Brighton,42.35508797177666,-71.16241976458878,Private room,99,1,230,2018-09-02,4.43,2,318
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,,Fenway,42.349473555069174,-71.09264659076742,Entire home/apt,246,30,2,2018-05-24,0.06,4,348
1821633,Queen Size Four Poster Bed,7799789,Bruce,,Dorchester,42.30957664674388,-71.04792339859172,Private room,100,1,180,2018-09-08,3.03,3,312
1860279,Gorgeous BackBay 2 bedroom!  Amazing location.,4789620,Pallavi,,Back Bay,42.34995020386459,-71.08953323455363,Entire home/apt,285,30,9,2016-02-19,0.15,1,256
1861070,Charming Gambrel on a sweet street,8879967,Joanne,,Roslindale,42.27691292292999,-71.12823284429416,Private room,75,1,34,2018-09-08,0.63,1,363
1863443,Lux 1 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34460149136394,-71.10171897944389,Entire home/apt,213,3,6,2017-04-29,0.11,137,54
1864705,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.3433955561153,-71.10105888205604,Entire home/apt,298,3,11,2016-09-28,0.21,137,139
1867834,Lux 2 Bedroom Apt Near Waterfront w/wifi,9419684,Mike,,West End,42.364485054222506,-71.06900010852367,Entire home/apt,293,7,4,2014-09-19,0.07,137,0
1867881,"Lux 2 Bedroom near Charles St w/gym, & WiFi",9419684,Mike,,West End,42.36511606061526,-71.06926304774595,Entire home/apt,312,7,6,2018-04-17,0.11,137,96
1868004,Lux 1 Bedroom near Charles St w/gym & WiFi,9419684,Mike,,West End,42.36325104052097,-71.06735805058821,Entire home/apt,217,7,6,2015-04-26,0.12,137,109
1868124,Lux Downtown Boston 1 Bedroom Apt w/pool,9419684,Mike,,Downtown,42.35130793025092,-71.06350574269595,Entire home/apt,244,3,9,2016-09-07,0.18,137,109
1868513,Lux 1 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.346196860971546,-71.07856621775574,Entire home/apt,231,3,6,2015-01-06,0.11,137,242
1873046,"Cute 1 Bedroom Apartment, Downtown Boston",2356643,Voyage,,Downtown,42.352840770749374,-71.06260645631284,Entire home/apt,195,2,99,2018-08-31,1.86,12,200
1881298,Private Apartment- Minutes from T!,1920539,Caitlin & Dan,,Jamaica Plain,42.30026388087917,-71.11180739447572,Entire home/apt,115,1,383,2018-09-09,6.50,1,260
1886037,Beautiful Penthouse in Beacon Hill,1587128,Daniel,,Beacon Hill,42.36056064859132,-71.0714057212558,Entire home/apt,230,7,1,2015-07-24,0.03,1,0
1887507,Location!! Downtown Near Waterfront,970787,Poli,,South Boston,42.340655786269146,-71.05116632026306,Private room,100,2,61,2018-06-27,1.03,2,144
1887581,"Beautiful 2bdrm, Near Convention Ctr, Waterfront",970787,Poli,,South Boston,42.340983030367596,-71.05023467583233,Entire home/apt,250,2,111,2018-09-07,1.89,2,219
1899770,Stay in the heart of the South End,2120544,Samuel,,South End,42.34024520319869,-71.07663628342726,Private room,125,2,7,2016-04-22,0.20,1,0
1935042,Cozy Room in Quaker Community,10013311,Beacon,,Beacon Hill,42.35705637964331,-71.066181683826,Private room,110,1,160,2018-08-30,2.82,2,102
1937433,"Clean Getaway-near BU, BC, Harvard.",10024266,Jarah,,Brighton,42.347994031792744,-71.14258802439517,Private room,68,1,19,2017-11-19,0.68,1,0
1944976,1 room with queen bed in Boston...,10060070,Diana,,Dorchester,42.31160697799131,-71.04612721949835,Private room,76,2,5,2015-09-06,0.12,1,0
1948096,2 Br Duplex PH - South End/Back Bay,10074105,John,,Back Bay,42.34327133266448,-71.08126679922505,Entire home/apt,405,5,3,2015-09-29,0.07,1,364
1949996,Beautiful 1BR in Great Location,8829183,Eran,,Jamaica Plain,42.307815783766195,-71.11674523568081,Entire home/apt,120,2,31,2017-07-30,0.54,1,0
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,,Jamaica Plain,42.30829329002923,-71.12399111717572,Entire home/apt,499,2,102,2018-08-10,1.80,1,350
1960407,Sunny Room in Quaker Community,10013311,Beacon,,Beacon Hill,42.35679702957945,-71.06749000626691,Private room,125,1,102,2018-08-16,1.77,2,119
1961034,1BR in Brighton,10133129,Alp,,Brighton,42.340010587465,-71.15542632945096,Entire home/apt,114,1,1,2016-05-21,0.04,1,0
1964878,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34596643847092,-71.07829728029174,Entire home/apt,293,3,13,2017-09-30,0.24,137,253
1966195,Lux Downtown Boston 2 Bedroom Apt w/pool,9419684,Mike,,Downtown,42.350898320864495,-71.06321290006319,Entire home/apt,312,3,33,2018-05-04,0.61,137,106
2000797,"Sea view,balcony,15min by metro to center,safe st",9898255,Jessica,,Dorchester,42.3148951937513,-71.06119371442747,Private room,70,2,117,2018-08-22,2.28,5,346
2014651,One Private Bedroom in J.P.,2155838,Molly,,Jamaica Plain,42.30711033673986,-71.10582362671403,Private room,120,2,34,2018-09-02,0.59,1,363
2014882,1 bedroom and private bathroom,1521296,Yossi,,Brighton,42.34126052063228,-71.15717343397297,Private room,70,3,182,2018-09-04,3.53,2,189
2016500,Studio Apartment in Fenway,10370843,Marco,,Fenway,42.34582345455259,-71.08936151129127,Entire home/apt,150,1,5,2016-05-01,0.15,1,0
2021483,Spacious Updated 2 Bed Boston Condo,10197317,Shannon,,South Boston,42.335351591344924,-71.04741304834126,Entire home/apt,500,1,4,2017-07-16,0.15,2,341
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,,South Boston,42.333231355501475,-71.04932743634572,Private room,200,1,51,2018-09-07,1.74,2,340
