id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,Charlestown,42.37963,-71.06192,Private room,71,21,99,2019-06-02,1.41,1,145
1454258,Inviting Queen Anne Victorian B + B,7799789,Bruce,,Dorchester,42.30844,-71.0464,Private room,80,1,284,2019-06-12,3.99,3,339
1471308,Cozy Private Room Near Transit,7673571,Alexandra,,Mission Hill,42.33393,-71.10314,Private room,70,2,165,2019-05-17,2.32,1,191
1472481,John and Robert's Harbor View,6608084,CarneyFamily,,Dorchester,42.30977,-71.04715,Private room,75,1,489,2019-06-13,6.98,7,245
1472520,Andrea's Private Bath T Downtown,6608084,CarneyFamily,,Dorchester,42.30811,-71.0462,Private room,83,1,516,2019-06-04,7.29,7,235
1489289,Spacious South End 1BD in charming square,7964081,Gabriella,,South End,42.33663,-71.07489,Entire home/apt,125,1,60,2018-09-17,1.04,1,0
1494726,Cozy in Rozzie!,7506913,Maria Cecilia,,Roslindale,42.27572,-71.13014,Private room,75,7,14,2018-09-07,0.24,1,294
1510876,Room with Sleeper Sofa Bed,7799789,Bruce,,Dorchester,42.31019,-71.04829,Private room,60,1,41,2019-06-09,0.58,3,240
1523288,"Beacon Hill - Family Ready 2 Bedroom, Top-floor",104324,Patrick,,Beacon Hill,42.35908,-71.06707,Entire home/apt,475,5,7,2015-04-21,0.11,1,178
1523772,Blue & White Haven,8130814,Lison,,Brighton,42.35373,-71.16107,Entire home/apt,90,30,0,,,1,332
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,Charlestown,42.38159,-71.07892,Entire home/apt,109,2,32,2019-02-05,0.46,1,0
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37203,-71.06165,Entire home/apt,350,3,5,2019-05-20,0.38,1,275
1544702,Mary's Ocean View Metro Downtown,6608084,CarneyFamily,,Dorchester,42.30945,-71.04555,Private room,77,1,509,2019-06-02,7.26,7,214
1545185,Large 1Bed w/ Gorgeous Kitchen + Bath,697401,Nick,,Brighton,42.3484,-71.15696,Entire home/apt,140,1,104,2019-06-13,1.50,3,72
1552406,Central J.P 2 bd in Victorian nr Train +,8268084,Peggy,,Jamaica Plain,42.31166,-71.11491,Entire home/apt,225,4,51,2019-06-02,0.74,1,75
1584340,Spacious Beacon Hill Apartment,8441226,Justin,,Beacon Hill,42.3588,-71.06761,Entire home/apt,175,3,0,,,1,0
1584362,Grace's Harborview Fast T Downtown,6608084,CarneyFamily,,Dorchester,42.3105,-71.04812,Private room,63,1,547,2019-06-05,7.87,7,205
1587540,Cozy House on Bunker Hill in Boston,2004732,Finola,,Charlestown,42.3789,-71.06118,Entire home/apt,299,3,38,2019-06-09,0.61,1,137
1596664,Top of Fort Hill / Private room in brick townhouse,8513158,Kevin,,Roxbury,42.32502,-71.09479,Private room,78,28,16,2019-06-09,1.10,3,1
1615033,Ole North Church -1st in America,3637081,Jason Or Jose,,North End,42.36796,-71.05573,Entire home/apt,115,1,435,2019-05-30,6.19,6,332
1628130,Rare! Perfect pondside location near everything,333220,Hylton,,Jamaica Plain,42.31171,-71.11818,Entire home/apt,650,2,1,2016-07-23,0.03,1,0
1638584,Fort Hill Bedroom w/ Work Station,5243773,Chad & Mercy,,Roxbury,42.32514,-71.09264,Private room,79,1,9,2018-10-25,0.13,2,0
1644031,Large Private bedroom by Seaport,8725557,Brooke,,South Boston Waterfront,42.34017,-71.04763,Private room,105,1,191,2019-06-06,4.76,1,47
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.28194,-71.13337,Private room,53,1,35,2018-11-18,0.51,2,264
1682936,Charming 2 level Apartment,8898973,Adriana & Gianni,,Roxbury,42.32371,-71.09458,Entire home/apt,150,2,168,2019-06-10,2.61,2,273
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31338,-71.11719,Entire home/apt,145,2,188,2019-06-09,2.74,1,310
1704090,Stony Brook T Stop JP Apartment,5115759,Mary Kate & Javier,,Jamaica Plain,42.31644,-71.10342,Entire home/apt,85,5,114,2019-03-07,1.64,1,247
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28607,-71.13236,Entire home/apt,158,7,7,2017-08-05,0.12,2,364
1722241,Bedroom in 2-bed apt close to the T,8023405,Artur,,Brighton,42.34081,-71.14869,Private room,70,1,43,2015-12-04,0.62,1,27
1724900,Charming sunlit house in Boston,7723912,Fj,,Roslindale,42.28291,-71.13268,Entire home/apt,110,7,42,2019-04-25,0.61,2,319
1732804,Private room in Boston,9090219,Thomas,,Dorchester,42.29041,-71.05853,Private room,70,1,113,2019-06-10,1.63,1,314
1754939,"Gorgeous, spacious townhouse in Boston",9228417,Alice,,Jamaica Plain,42.31227,-71.10086,Entire home/apt,165,1,17,2018-12-26,0.51,1,0
1757417,Queen in Arts & Crafts Bungalow,9241244,Keith (& Beth),,West Roxbury,42.27754,-71.14348,Private room,60,1,64,2019-06-04,1.45,3,2
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,,Roslindale,42.28209,-71.13335,Private room,67,2,34,2019-06-09,0.50,2,266
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,,South End,42.34364,-71.07024,Entire home/apt,900,4,38,2019-05-22,0.63,1,182
1815326,Back Bay Elegance in Brighton,9508341,Phyllis,,Brighton,42.35509,-71.16242,Private room,99,1,271,2019-06-12,4.45,2,335
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,,Fenway,42.34947,-71.09265,Entire home/apt,192,30,2,2018-05-24,0.04,4,256
1821633,Queen Size Four Poster Bed,7799789,Bruce,,Dorchester,42.30958,-71.04792,Private room,100,1,187,2019-06-09,2.73,3,350
1860279,Gorgeous BackBay 2 bedroom!  Amazing location.,4789620,Pallavi,,Back Bay,42.34995,-71.08953,Entire home/apt,285,30,9,2016-02-19,0.13,1,363
1861070,Charming Gambrel on a sweet street,8879967,Joanne,,Roslindale,42.27691,-71.12823,Private room,75,1,41,2019-05-25,0.65,1,358
1864705,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.3434,-71.10106,Entire home/apt,298,3,12,2019-05-12,0.19,117,199
1867834,Lux 2 Bedroom Apt Near Waterfront w/wifi,9419684,Mike,,West End,42.36449,-71.069,Entire home/apt,293,7,4,2014-09-19,0.06,117,20
1867881,"Lux 2 Bedroom near Charles St w/gym, & WiFi",9419684,Mike,,West End,42.36512,-71.06926,Entire home/apt,312,7,6,2018-04-17,0.09,117,21
1868004,Lux 1 Bedroom near Charles St w/gym & WiFi,9419684,Mike,,West End,42.36325,-71.06736,Entire home/apt,217,7,6,2015-04-26,0.10,117,197
1868124,Lux Downtown Boston 1 Bedroom Apt w/pool,9419684,Mike,,Downtown,42.35131,-71.06351,Entire home/apt,244,3,10,2019-02-01,0.17,117,201
1868513,Lux 1 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.3462,-71.07857,Entire home/apt,231,3,6,2015-01-06,0.10,117,181
1873046,"Cute 1 Bedroom Apartment, Downtown Boston",2356643,Voyage,,Downtown,42.35284,-71.06261,Entire home/apt,195,2,118,2019-04-26,1.89,7,56
1881180,Private Rm+Bath in Beautiful Condo,115522,Nate + Danielle,,Dorchester,42.29595,-71.06134,Private room,90,2,82,2019-05-31,1.27,1,27
1881298,Private Apartment- Minutes from T!,1920539,Caitlin & Dan,,Jamaica Plain,42.30026,-71.11181,Entire home/apt,115,1,456,2019-06-04,6.70,1,243
1885386,Private Bedroom and Bath - The Elephant Room,6391436,Robin,,Jamaica Plain,42.30885,-71.11643,Private room,85,2,206,2018-02-26,3.22,3,33
1885825,Boston WALK TO TRAIN Room for 3 private bath,6391436,Robin,,Jamaica Plain,42.30968,-71.1176,Private room,70,2,230,2019-03-30,3.63,3,6
1886037,Beautiful Penthouse in Beacon Hill,1587128,Daniel,,Beacon Hill,42.36056,-71.07141,Entire home/apt,230,7,1,2015-07-24,0.02,1,0
1887507,Location!! Downtown Near Waterfront,970787,Poli,,South Boston,42.34066,-71.05117,Private room,100,2,71,2018-11-17,1.04,2,0
1887581,"Beautiful 2bdrm, Near Convention Ctr, Waterfront",970787,Poli,,South Boston,42.34098,-71.05023,Entire home/apt,250,2,125,2019-05-24,1.84,2,116
1899770,Stay in the heart of the South End,2120544,Samuel,,South End,42.34025,-71.07664,Private room,125,2,7,2016-04-22,0.16,1,0
1935042,Cozy Room in Quaker Community,10013311,Beacon,,Beacon Hill,42.35706,-71.06618,Private room,110,1,189,2019-05-24,2.87,2,54
1937433,"Clean Getaway-near BU, BC, Harvard.",10024266,Jarah,,Brighton,42.34799,-71.14259,Private room,68,1,19,2017-11-19,0.51,1,0
1944976,1 room with queen bed in Boston...,10060070,Diana,,Dorchester,42.31161,-71.04613,Private room,76,2,5,2015-09-06,0.10,1,0
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,,Jamaica Plain,42.30829,-71.12399,Entire home/apt,599,2,105,2019-05-20,1.60,1,229
1960407,Sunny Room in Quaker Community,10013311,Beacon,,Beacon Hill,42.3568,-71.06749,Private room,135,1,131,2019-05-24,1.97,2,105
1961034,1BR in Brighton,10133129,Alp,,Brighton,42.34001,-71.15543,Entire home/apt,114,1,1,2016-05-21,0.03,1,0
1964878,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34597,-71.0783,Entire home/apt,293,3,13,2017-09-30,0.20,117,148
1966195,Lux Downtown Boston 2 Bedroom Apt w/pool,9419684,Mike,,Downtown,42.3509,-71.06321,Entire home/apt,312,3,34,2018-09-09,0.54,117,360
2000797,"Sea view,balcony,15min by metro to center,safe st",9898255,Jessica,,Dorchester,42.31502,-71.06115,Private room,70,2,132,2019-05-27,2.19,6,342
2014651,One Private Bedroom in J.P.,2155838,Molly,,Jamaica Plain,42.30711,-71.10582,Private room,120,2,37,2019-05-27,0.55,1,361
2014882,1 bedroom and private bathroom,1521296,Yossi,,Brighton,42.34126,-71.15717,Private room,70,3,202,2019-06-08,3.33,2,183
2016500,Studio Apartment in Fenway,10370843,Marco,,Fenway,42.34582,-71.08936,Entire home/apt,150,1,5,2016-05-01,0.11,1,0
2021483,Spacious Updated 2 Bed Boston Condo,10197317,Shannon,,South Boston,42.33535,-71.04741,Entire home/apt,500,1,7,2019-04-29,0.20,2,334
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,,South Boston,42.33323,-71.04933,Private room,200,1,69,2019-05-30,1.79,2,334
2022303,LOCATION! Modern 2BD 2 BA w/Parking,10393465,Gary,,South Boston,42.34179,-71.05274,Entire home/apt,250,2,164,2019-05-27,2.49,2,240
2108738,Back Bay Studio,10750832,Tom,,Back Bay,42.35046,-71.08894,Entire home/apt,150,3,34,2016-08-14,0.51,1,0
2114274,Sunny private room with comfy bed,2152299,Isaac & CK,,Allston,42.35136,-71.12615,Private room,80,10,45,2019-03-25,0.69,1,133
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Beacon Hill,42.35672,-71.07147,Entire home/apt,165,5,85,2019-06-08,1.35,1,188
2135075,First Floor Condo Across From Subway (16L1),3594203,Shawn,,South Boston,42.33261,-71.05485,Entire home/apt,99,1,166,2019-05-17,2.53,10,72
2141306,Modern 2Bd1BA in Downtown Boston,5355690,Kyle,,Downtown,42.35447,-71.06011,Entire home/apt,300,2,7,2017-06-18,0.11,1,0
2183058,Historic Boston North End Condo,11132080,Cindy & Mark,,North End,42.36429,-71.05452,Entire home/apt,195,4,154,2019-06-13,2.40,1,218
2187640,Lux Downtown Boston 1 Bedroom Apt w/pool,9419684,Mike,,Chinatown,42.35136,-71.06236,Entire home/apt,220,2,3,2014-10-12,0.05,117,201
2187766,Lux Downtown Boston 2 Bedroom Apt w/pool,9419684,Mike,,Chinatown,42.35164,-71.06215,Entire home/apt,312,3,27,2019-05-22,0.43,117,360
2215762,Boutique South End,5430185,Laura,,South End,42.34415,-71.07273,Entire home/apt,175,30,26,2019-05-29,0.42,7,164
2216767,Beautiful 1BD in Beacon Hill - Walk Everywhere!,11308029,Liz,,Beacon Hill,42.35915,-71.06793,Entire home/apt,195,2,96,2019-05-31,1.53,1,190
2219399,Sunny Private Room and Bath in JP Driveway Parking,1624549,Andrew,,Jamaica Plain,42.30073,-71.11431,Private room,115,2,134,2019-06-09,2.16,1,340
2246959,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34648,-71.07968,Entire home/apt,293,3,25,2017-06-30,0.39,117,146
2247190,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34649,-71.07963,Entire home/apt,285,3,18,2017-08-05,0.28,117,148
2277821,Sparkling New 2BR / 2BA in Back Bay,9410008,Jason,,Back Bay,42.34924,-71.08453,Entire home/apt,425,2,156,2019-05-27,2.46,19,300
2278704,Victorian queen,11631886,Cynthia,,Mattapan,42.28192,-71.09514,Private room,57,1,131,2019-03-31,2.09,4,357
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,South End,42.34032,-71.07572,Entire home/apt,175,1,64,2019-05-31,1.11,6,299
2295530,Sunlit & Beautiful in Boston's J.P. neighbourhood,11725202,Alicia And Kostas,,Jamaica Plain,42.31779,-71.10514,Private room,79,2,304,2019-06-10,4.84,2,124
2301709,Luxurious Priv. Roof Deck|City Views| 2BR 1.5BA #5,1444340,Will,,South End,42.33726,-71.07633,Entire home/apt,250,2,101,2019-05-30,1.59,50,15
2323787,Guest Room near Longwood & Northeastern Univ.,11869054,Nami,,Roxbury,42.33041,-71.0914,Private room,95,1,16,2019-06-08,1.63,1,147
2326445,Charming and Bright South End Apt,912631,Gregory,,South End,42.3417,-71.06889,Entire home/apt,215,3,141,2019-05-28,2.18,1,0
2372459,Upscale Spacious 1 Bedroom Apartment in North End,12119638,Alex,,North End,42.36495,-71.05721,Entire home/apt,99,2,30,2018-06-25,1.29,1,0
2372987,Modern South End Pied a Terre | 1BR 1BA,814298,Brent,,South End,42.33671,-71.07546,Entire home/apt,164,2,80,2019-05-27,1.24,89,90
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,,Jamaica Plain,42.31144,-71.11864,Entire home/apt,135,2,117,2019-04-16,1.87,3,127
2395326,Classic South End Brownstone-1 BR,12230539,Tim,,South End,42.34643,-71.07092,Entire home/apt,119,1,367,2019-05-26,5.71,1,1
2410846,Sunny Beacon Hill private 1 bedroom,3137257,Local Furnished Rentals,,Downtown,42.35777,-71.06218,Entire home/apt,125,28,32,2018-10-22,0.53,8,292
2429961,Most Beautiful Street in the Back Bay one bedroom,3137257,Local Furnished Rentals,,Back Bay,42.35086,-71.08099,Entire home/apt,175,3,69,2019-06-01,1.13,8,197
2441095,Economical 2 Bedroom Condo Near Subway (88B),3594203,Shawn,,East Boston,42.38016,-71.03585,Entire home/apt,99,1,149,2019-05-27,2.34,10,68
2495047,Studio Spectacular,5430185,Laura,,South End,42.34189,-71.07254,Entire home/apt,140,31,22,2019-06-01,0.38,7,269
2526773,Charming comfort 1 BR / Studio,12165186,Masha,,Brighton,42.3438,-71.1563,Entire home/apt,52,60,10,2019-03-31,0.17,2,180
2547075,"Best location in Boston!! Bright, modern  studio",3137257,Local Furnished Rentals,,Downtown,42.35985,-71.05779,Entire home/apt,150,4,52,2019-06-12,0.83,8,242
2547129,"Heart of Boston, MOdern 1 bedroom by Faneuil Hall",3137257,Local Furnished Rentals,,Downtown,42.36277,-71.05939,Entire home/apt,175,3,67,2019-05-29,1.14,8,137
2549840,Spacious|Well-Appointed So End Suite 2.5 BR 2.5 BA,814298,Brent,,South End,42.33711,-71.07713,Entire home/apt,417,2,116,2019-05-15,1.82,89,29
2592416,Spacious family friendly home,13271600,Carol,,Jamaica Plain,42.30704,-71.10337,Entire home/apt,450,2,9,2019-04-16,0.14,1,0
2649521,Modern Southie Condo near BCEC!!,13563081,Sean,,South Boston Waterfront,42.34317,-71.05339,Entire home/apt,600,4,9,2016-09-30,0.15,1,72
2656568,1 Bedroom Apartment Copley,13597630,Lee,,Back Bay,42.34807,-71.07664,Entire home/apt,600,1,0,,,1,0
2657905,Boston  Best One Bdrm duplex (h2c),5578043,Dror,,North End,42.36485,-71.05233,Entire home/apt,119,2,114,2019-04-19,1.84,10,259
2658094,Boston  Little Italy 2 Bdrms  (H2D),5578043,Dror,,North End,42.36666,-71.05193,Entire home/apt,299,2,136,2019-06-09,2.23,10,286
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35322,-71.13227,Private room,85,2,12,2016-09-09,0.19,1,0
2694019,Back Bay apt. Close to Marathon Finish Line!,12985903,Gina,,South End,42.34667,-71.0755,Entire home/apt,250,1,59,2019-05-22,0.94,1,86
2701124,Charlesview Suites Back Bay ,13822322,Varouj,,Back Bay,42.34507,-71.08601,Entire home/apt,280,3,67,2019-05-04,1.15,1,263
2706986,"In the heart of Boston, steps away from everything",501255,Jeff,,Bay Village,42.35015,-71.06793,Private room,125,1,34,2017-11-12,0.70,1,0
2715779,MARATHON WEEK AT THE CUSTOM HOUSE,178829,John,,Downtown,42.35794,-71.05221,Private room,400,3,0,,,1,0
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Back Bay,42.34952,-71.07101,Entire home/apt,200,2,21,2019-05-27,0.35,1,10
2737853,South End Chic,14008862,Mariel,,South End,42.34322,-71.07211,Entire home/apt,160,3,5,2015-07-06,0.08,1,0
2747654,Nice Furnished Apt by Theater District,2356643,Voyage,,Downtown,42.35033,-71.065,Entire home/apt,175,2,165,2019-05-26,2.66,7,9
2754149,Mission Hill Red Room for 2,14050476,Carl,,Mission Hill,42.3274,-71.10508,Private room,65,3,91,2019-06-12,1.45,1,207
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35757,-71.06366,Entire home/apt,150,29,99,2018-10-10,1.64,1,181
2764624,Star light room,6103425,Steve,,Dorchester,42.30301,-71.06355,Private room,88,1,173,2019-05-29,2.78,5,321
2776391,Heart of Boston! New Modern  2 bedroom 2 bath loft,3137257,Local Furnished Rentals,,Downtown,42.36019,-71.05588,Entire home/apt,290,3,162,2019-06-11,2.73,8,201
2794782,Green Home (Queen size bed),10273324,Steven,,Dorchester,42.28284,-71.07116,Private room,65,4,55,2019-04-14,0.89,2,0
2798599,Boston's Most Historic District!,14099596,Robert,,Charlestown,42.37407,-71.06016,Private room,139,2,35,2019-06-07,1.74,1,337
2798787,A private room on Sunnyside,13372537,Molly,,Jamaica Plain,42.32451,-71.10541,Private room,75,1,229,2019-06-10,3.71,1,265
2807040,Sunny Lower Mills Room Single Person/Close Couple,14358116,Michelle,,Mattapan,42.27479,-71.06772,Private room,50,30,29,2018-07-09,1.75,1,19
2811937,Green Home (Full size bed),10273324,Steven,,Dorchester,42.28439,-71.06912,Private room,65,4,68,2019-04-23,1.10,2,305
2816133,Lux Boston Theater Dist 1 Bedroom w/WiFi,9419684,Mike,,Downtown,42.35257,-71.06362,Entire home/apt,239,28,3,2014-09-25,0.05,117,20
2843445,"""Tranquility"" on ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28195,-71.14102,Private room,85,1,75,2017-12-31,1.21,2,286
2846739,SECOND FLOOR PARLOR ROOM,85770,Robert,,South End,42.34623,-71.07364,Private room,140,2,168,2019-06-09,2.69,5,120
2862120,Beacon Hill Sofabed in Living room,1416883,Roger,,Beacon Hill,42.3602,-71.0684,Shared room,50,3,120,2019-05-16,1.93,2,76
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,Dawn,,Charlestown,42.38241,-71.07086,Entire home/apt,495,1,0,,,7,365
2880944,2BD Pond-side condo in JP for longer-term rentals,5052732,Josh+Kate,,Jamaica Plain,42.31395,-71.11601,Entire home/apt,185,7,6,2017-07-01,0.10,1,0
2881388,3BR / 2BA + Prvt Deck in Back Bay,9410008,Jason,,Back Bay,42.34762,-71.08495,Entire home/apt,695,2,169,2019-05-31,2.77,19,311
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26118,-71.11989,Entire home/apt,249,2,82,2019-05-27,1.33,1,9
2892825,Luxury Sunny Hill Townhouse Unit #1,14785487,Aihua,,Roxbury,42.31111,-71.08654,Entire home/apt,350,4,12,2019-04-19,0.22,10,365
2931165,Victorian Full Bed,11631886,Cynthia,,Mattapan,42.2795,-71.09377,Private room,49,1,128,2019-05-17,2.09,4,356
2931271,3 bedrooms in Victorian home.,11631886,Cynthia,,Mattapan,42.281,-71.0941,Private room,139,2,44,2019-05-31,0.74,4,359
2931870,Victorian In-law,11631886,Cynthia,,Mattapan,42.27921,-71.09527,Private room,72,2,86,2019-03-17,1.39,4,356
2943438,Beacon St Apt by Charles River,14338198,Maryanne,,Fenway,42.35042,-71.09295,Entire home/apt,175,60,8,2015-06-18,0.13,1,365
2943893,"Spacious, cozy 1 BR apt in Boston",7134587,Gabriela,,Brighton,42.34217,-71.15294,Entire home/apt,99,10,0,,,1,0
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.31804,-71.11687,Private room,75,4,25,2019-05-31,0.40,2,14
3068453,Large Studio in Theater District,2356643,Voyage,,Downtown,42.35188,-71.06418,Entire home/apt,175,2,179,2019-06-08,2.94,7,71
3094942,Cozy room close to Downtown!,15695135,Bryan,,Dorchester,42.31912,-71.05745,Private room,60,2,10,2015-07-02,0.17,1,0
3129309,☼ Modern- near old north church,3637081,Jason Or Jose,,North End,42.36571,-71.0556,Entire home/apt,125,1,371,2019-05-26,6.07,6,347
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23597,-71.13151,Entire home/apt,91,30,30,2019-01-29,0.51,8,319
3181719,"Luscious, double room private bath, free parking.",7640908,Tom,,Brighton,42.34858,-71.15872,Private room,115,2,106,2019-06-08,1.76,1,283
3182652,Unique Penthouse in Central Boston,2555135,Louise,,Downtown,42.35057,-71.06423,Entire home/apt,350,1,5,2015-09-05,0.08,1,0
3193484,Very Short Walk to the Red Line!,16186589,Marie,,Dorchester,42.28819,-71.06921,Private room,65,30,5,2019-05-08,0.11,25,309
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28703,-71.13354,Entire home/apt,125,3,110,2019-06-08,1.86,1,122
3294152,"Garden apartment near subway, beach",9898255,Jessica,,Dorchester,42.31503,-71.06214,Entire home/apt,120,2,175,2019-05-31,2.90,6,309
3294775,"Sea view Alcove, safe, 15min metro ride to center!",9898255,Jessica,,Dorchester,42.31418,-71.06037,Private room,70,2,101,2019-03-08,1.67,6,307
